id,nombre,pronombres,institucion,posicion,area,ciudad,pais,orcid,sitio_web,github,correo_publico
jforero,Jaime E. Forero-Romero,,uniandes,Profesor,cosmología;estructura a gran escala;galaxias,Bogotá,Colombia,,https://forero.github.io,forero,
